standard_symbol,stock_name
SEHK:00600,CHINA INFRASTRUCTURE INVESTMENT LIMITED -NEW
SEHK:00859,ZHONGCHANG INTERNATIONAL HOLDINGS GROUP LIMITED
SEHK:78123,"YD ELECTRONIC TECHNOLOGY CO.,LTD. (A #301123)"
SEHK:77741,"HUABAO FLAVOURS & FRAGRANCES CO., LTD (A #300741)"
SEHK:06929,ORBUSNEICH MEDICAL GROUP HOLDINGS LIMITED
SEHK:00527,CHINA RUIFENG RENEWABLE ENERGY HOLDINGS LIMITED
SEHK:01312,KONTAFARMA CHINA HOLDINGS LIMITED
SEHK:08416,HM INTERNATIONAL HOLDINGS LIMITED
SEHK:93098,CENTER INTERNATIONAL GROUP COMPANY LIMITED (A #603098)
SEHK:02809,GLOBAL X CHINA CLEAN ENERGY ETF - HKD TRADED SHARES
SEHK:02232,CRYSTAL INTERNATIONAL GROUP LIMITED
SEHK:72664,"XINZHI GROUP CO., LTD (A #002664)"
SEHK:91456,GUOLIAN MINSHENG SECURITIES COMPANY LIMITED (A #601456)
SEHK:77137,"HEBEI SAILHERO ENVIRONMENTAL PROTECTION HIGH-TECH CO., LTD. (A #300137)"
SEHK:72364,"HANGZHOU ZHONGHENG ELECTRIC CO., LTD. (A #002364)"
SEHK:70888,"EMEI SHAN TOURISM CO.,LTD (A #000888)"
SEHK:72929,"RUNJIAN CO.,LTD. (A #002929)"
SEHK:01020,CYBERNAUT INTERNATIONAL HOLDINGS COMPANY LIMITED
SEHK:02572,ZG GROUP WARRANTS 2030
SEHK:93757,"ZHEJIANG DAYUAN PUMPS INDUSTRY CO., LTD (A #603757)"
SEHK:30518,"SHENZHEN UNITED WINNERS LASER CO.,LTD. (A #688518)"
SEHK:01469,GET NICE FINANCIAL GROUP LIMITED
SEHK:70544,"CENTRAL PLAINS ENVIRONMENT PROTECTION CO.,LTD (A #000544)"
SEHK:72373,"CHINA TRANSINFO TECHNOLOGY CO., LTD (A #002373)"
SEHK:00484,FORGAME HOLDINGS LIMITED
SEHK:90600,TSINGTAO BREWERY COMPANY LIMITED (A #600600)
SEHK:70158,"SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO., LTD(A #000158)"
SEHK:30279,"FORTIOR TECHNOLOGY(SHENZHEN)CO., LTD. (A #688279)"
SEHK:01679,RISECOMM GROUP HOLDINGS LIMITED
SEHK:89888,"BAIDU, INC. -RMB TRADED SHARES"
SEHK:09086,CHINAAMC NASDAQ 100 ETF -USD TRADED UNITS
SEHK:90510,"BLACK PEONY (GROUP) CO., LTD. (A #600510)"
SEHK:31035,HWABAO WP TECHNOLOGY ETF (A #515000)
SEHK:72320,"HAINAN STRAIT SHIPPING CO.,LTD. (A #002320)"
SEHK:70063,ZTE CORPORATION (A #000063)
SEHK:30091,"SHANGHAI YIZHONG PHARMACEUTICAL CO., LTD. (A #688091)"
SEHK:00693,TAN CHONG INTERNATIONAL LIMITED
SEHK:00899,ZHONG JIA GUO XIN HOLDINGS COMPANY LIMITED
SEHK:90168,"WUHAN SANZHEN INDUSTRY HOLDING CO.,LTD (A #600168)"
SEHK:01943,KING'S STONE HOLDINGS GROUP LIMITED
SEHK:81024,KUAISHOU TECHNOLOGY -RMB TRADED SHARES
SEHK:00554,HANS GROUP HOLDINGS LIMITED
SEHK:06833,SINCO PHARMACEUTICALS HOLDINGS LIMITED
SEHK:31095,GF CSI A100 ETF (A #512910)
SEHK:91696,"BOC INTERNATIONAL (CHINA) CO., LTD. (A #601696)"
SEHK:78050,"CHENGDU RML TECHNOLOGY CO., LTD. (A #301050)"
SEHK:03319,"A-LIVING SMART CITY SERVICES CO., LTD."
SEHK:00975,MONGOLIAN MINING CORPORATION
SEHK:00617,PALIBURG HOLDINGS LIMITED
SEHK:31373,LITHIUM BATTERY 50 (A #159840)
SEHK:00829,SHENGUAN HOLDINGS (GROUP) LIMITED
SEHK:06882,EGL HOLDINGS COMPANY LIMITED
SEHK:70882,"BEIJING HUALIAN DEPARTMENT STORE CO.,LTD (A #000882)"
SEHK:02967,XINMING CHINA HOLDINGS LIMITED -TEMPORARY COUNTER
SEHK:02954,RENAISSANCE ASIA SILK ROAD GROUP LIMITED -OLD
SEHK:95186,"SHANGHAI GENERAL HEALTHY INFORMATION AND TECHNOLOGY CO., LTD. (A #605186)"
SEHK:78389,"LONG YOUNG ELECTRONIC (KUNSHAN) CO., LTD. (A #301389)"
SEHK:90059,ZHEJIANG GUYUELONGSHAN SHAOXING WINE CO.LTD (A #600059)
SEHK:30122,"WESTERN SUPERCONDUCTING TECHNOLOGIES CO.,LTD. (A #688122)"
SEHK:90330,"TDG HOLDING CO.,LTD (A #600330)"
SEHK:09807,GLOBAL X CHINA ROBOTICS AND AI ETF - USD TRADED SHARES
SEHK:02171,CARSGEN THERAPEUTICS HOLDINGS LIMITED
SEHK:01882,HAITIAN INTERNATIONAL HOLDINGS LIMITED
SEHK:03888,KINGSOFT CORPORATION LIMITED
SEHK:08286,SHANXI CHANGCHENG MICROLIGHT EQUIPMENT CO. LTD.
SEHK:72064,"HUAFON CHEMICAL CO., LTD. (A #002064)"
SEHK:71306,"ZHEJIANG XIASHA PRECISION MANUFACTURING CO.,LTD. (A #001306)"
SEHK:03889,GLOBAL SWEETENERS HOLDINGS LIMITED
SEHK:00391,MEI AH ENTERTAINMENT GROUP LIMITED
SEHK:72031,GREATOO INTELLIGENT EQUIPMENT INC. (A #002031)
SEHK:77863,"NINGBO KBE ELECTRICAL TECHNOLOGY CO.,LTD (A #300863)"
SEHK:02126,JW (CAYMAN) THERAPEUTICS CO. LTD
SEHK:72229,"HONGBO  CO.,LTD. (A #002229)"
SEHK:91618,METALLURGICAL CORPORATION OF CHINA LTD. (A #601618)
SEHK:91666,"PINGDINGSHAN TIANAN COAL MINING CO., LTD. (A #601666)"
SEHK:00575,REGENT PACIFIC GROUP LIMITED
SEHK:00660,WAI CHUN BIO-TECHNOLOGY LIMITED
SEHK:70672,"GANSU SHANGFENG CEMENT CO., LTD (A #000672)"
SEHK:91866,"COSCO SHIPPING DEVELOPMENT CO., LTD. (A #601866)"
SEHK:00336,HUABAO INTERNATIONAL HOLDINGS LIMITED
SEHK:72958,QINGDAO RURAL COMMERCIAL BANK CORPORATION (A #002958)
SEHK:83053,CSOP HONG KONG DOLLAR MONEY MARKET ETF - RMB TRADED UNITS
SEHK:93170,"SHANGHAI BOLEX FOOD TECHNOLOGY CO., LTD. (A #603170)"
SEHK:72590,"ZHEJIANG VIE SCIENCE & TECHNOLOGY CO.,LTD (A #002590)"
SEHK:31303,GF CHIPS ETF (A #159801)
SEHK:72429,"SHENZHEN MTC CO.,LTD. (A #002429)"
SEHK:72865,"HAINAN DRINDA NEW ENERGY TECHNOLOGY CO., LTD. (A #002865)"
SEHK:72736,"GUOSEN SECURITIES CO.,LTD. (A #002736)"
SEHK:00345,VITASOY INTERNATIONAL HOLDINGS LTD
SEHK:90758,"LIAONING ENERGY INDUSTRY CO.,LTD (A #600758)"
SEHK:72987,"NORTHKING INFORMATION TECHNOLOGY CO.,LTD. (A #002987)"
SEHK:70595,"BAOTA INDUSTRY CO.,LTD. (A #000595)"
SEHK:77781,"GUANGDONG INSIGHT BRAND MARKETING GROUP CO., LTD. (A #300781)"
SEHK:00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE"
SEHK:93198,"ANHUI YINGJIA DISTILLERY CO.,LTD. (A #603198)"
SEHK:01173,VEEKO INTERNATIONAL HOLDINGS LIMITED
SEHK:00808,PROSPERITY REAL ESTATE INVESTMENT TRUST
SEHK:00558,L.K. TECHNOLOGY HOLDINGS LIMITED
SEHK:77067,"SHANGHAI ANOKY GROUP CO., LTD (A #300067)"
SEHK:72405,"NAVINFO CO.,LTD. (A #002405)"
SEHK:01399,VESON HOLDINGS LIMITED
SEHK:03938,LFG INVESTMENT HOLDINGS LIMITED
SEHK:77043,RASTAR GROUP (A #300043)
SEHK:72280,"HANGZHOU LIANLUO INTERACTIVE INFORMATION TECHNOLOGY CO.,LTD (A #002280)"
SEHK:01499,OKG TECHNOLOGY HOLDINGS LIMITED
SEHK:93686,"FULONGMA GROUP CO.,LTD. (A #603686)"
SEHK:30275,"HUBEI WANRUN NEW ENERGY TECHNOLOGY CO.,LTD. (A #688275)"
SEHK:00874,"GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS CO., LTD."
SEHK:30048,"SUZHOU EVERBRIGHT PHOTONICS CO., LTD. (A #688048)"
SEHK:08193,ASIA-PAC FINANCIAL INVESTMENT COMPANY LIMITED
SEHK:02660,ZENGAME TECHNOLOGY HOLDING LIMITED
SEHK:93160,"SHENZHEN GOODIX TECHNOLOGY CO.,LTD. (A #603160)"
SEHK:95133,"JIANGSU RONGTAI INDUSTRY CO., LTD. (A #605133)"
SEHK:00294,YANGTZEKIANG GARMENT LIMITED
SEHK:09399,CSOP MICROSTRATEGY DAILY (-2X) INVERSE PRODUCT - USD COUNTER
SEHK:03393,WASION HOLDINGS LIMITED
SEHK:77620,"ADVANCED FIBER RESOURCES (ZHUHAI), LTD. (A #300620)"
SEHK:90032,"ZHEJIANG PROVINCIAL NEW ENERGY INVESTMENT GROUP CO., LTD. (A #600032)"
SEHK:01100,MAINLAND HEADWEAR HOLDINGS LIMITED
SEHK:30106,"JINHONG GAS CO., LTD. (A #688106)"
SEHK:78611,"SUZHOU KEMATEK, INC. (A #301611)"
SEHK:95183,"QUECHEN SILICON CHEMICAL CO.,LTD. (A #605183)"
SEHK:30733,"ANHUI ESTONE MATERIALS TECHNOLOGY CO., LTD. (A #688733)"
SEHK:08473,MI MING MART HOLDINGS LIMITED
SEHK:02177,UNQ HOLDINGS LIMITED
SEHK:91111,AIR CHINA LIMITED (A #601111)
SEHK:03337,ANTON OILFIELD SERVICES GROUP
SEHK:30475,"HANGZHOU EZVIZ NETWORK CO.,LTD. (A #688475)"
SEHK:08051,CIRCUTECH INTERNATIONAL HOLDINGS LIMITED
SEHK:02919,PT INTERNATIONAL DEVELOPMENT CORPORATION LIMITED-OLD
SEHK:90740,"SHAN XI COKING CO.,LTD (A #600740)"
SEHK:71213,"CHINA RAILWAY SPECIAL CARGO LOGISTICS CO., LTD. (A #001213)"
SEHK:31124,GF CSI MEDICAL SERVICE ETF (A #560260)
SEHK:90170,"SHANGHAI CONSTRUCTION GROUP CO., LTD (A #600170)"
SEHK:00439,KUANGCHI SCIENCE LIMITED
SEHK:00335,UPBEST GROUP LIMITED
SEHK:90416,"XIANGTAN ELECTRIC MANUFACTURING CO., LTD. (A #600416)"
SEHK:30512,"SMARTER MICROELECTRONICS(GUANGZHOU)CO., LTD. (A #688512)"
SEHK:90062,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD. (A #600062)"
SEHK:03174,CSOP CHINA HEALTHCARE DISRUPTION INDEX ETF
SEHK:91995,CHINA INTERNATIONAL CAPITAL CORPORATION LIMITED (A #601995)
SEHK:91886,"JANGHO GROUP CO., LTD. (A #601886)"
SEHK:78629,"SIDEA SEMICONDUCTOR EQUIPMENT (SHENZHEN) CO., LTD. (A #301629)"
SEHK:01443,FULUM GROUP HOLDINGS LIMITED
SEHK:72203,"ZHEJIANG HAILIANG CO.,LTD. (A #002203)"
SEHK:72006,"ZHEJIANG JINGGONG INTEGRATION TECHNOLOGY CO., LTD. (A #002006)"
SEHK:03750,"CONTEMPORARY AMPEREX TECHNOLOGY CO., LIMITED"
SEHK:90236,"GUANGXI GUIGUAN ELECTRIC POWER CO.,LTD. (A #600236)"
SEHK:00767,ZHONG JI LONGEVITY SCIENCE GROUP LIMITED
SEHK:90406,"NARI TECHNOLOGY CO., LTD. (A #600406)"
SEHK:02560,"ANHUI CONCH MATERIAL TECHNOLOGY CO., LTD."
SEHK:02510,T.S. LINES LIMITED
SEHK:00995,ANHUI EXPRESSWAY COMPANY LIMITED
SEHK:02443,AUTOSTREETS DEVELOPMENT LIMITED
SEHK:90588,"YONYOU NETWORK TECHNOLOGY CO., LTD. (A #600588)"
SEHK:03115,ISHARES CORE HANG SENG INDEX ETF -HKD TRADED UNITS
SEHK:30339,"BEIJING SINOHYTEC CO., LTD. (A #688339)"
SEHK:91568,"SHAANXI BEIYUAN CHEMICAL INDUSTRY GROUP CO., LTD. (A #601568)"
SEHK:02319,CHINA MENGNIU DAIRY COMPANY LIMITED
SEHK:77280,"FUJIAN ZITIAN MEDIA TECHNOLOGY CO.,LTD (A #300280)"
SEHK:90217,"CHINA RESOURCES AND ENVIRONMENT CO.,LTD. (A #600217)"
SEHK:93803,"RAISECOM TECHNOLOGY CO.,LTD. (A #603803)"
SEHK:01046,UNIVERSE ENTERTAINMENT AND CULTURE GROUP COMPANY LIMITED
SEHK:30566,"JIANGSU JIBEIER PHARMACEUTICAL CO.,LTD. (A #688566)"
SEHK:77343,"LECRON INDUSTRIAL DEVELOPMENT GROUP CO., LTD. (A #300343)"
SEHK:06862,HAIDILAO INTERNATIONAL HOLDING LTD.
SEHK:90300,"V V FOOD & BEVERAGE CO.,LTD (A #600300)"
SEHK:91127,"SERES GROUP CO.,LTD. (A #601127)"
SEHK:90381,"QINGHAI SPRING MEDICINAL RESOURCES TECHNOLOGY CO.,LTD (A #600381)"
SEHK:77604,"HANGZHOU CHANG CHUAN TECHNOLOGY CO.,LTD. (A #300604)"
SEHK:08308,GUDOU HOLDINGS LIMITED
SEHK:72329,"ROYAL GROUP CO.,LTD. (A #002329)"
SEHK:78017,"SHUYU CIVILIAN PHARMACY CORP.,LTD. (A #301017)"
SEHK:90879,"CHINA AEROSPACE TIMES ELECTRONICS CO., LTD. (A #600879)"
SEHK:77423,"SUNFLY INTELLIGENT TECHNOLOGY CO., LTD (A #300423)"
SEHK:93598,"INLY MEDIA CO., LTD. (A #603598)"
SEHK:93992,"XIAMEN SOLEX HIGH-TECH INDUSTRIES CO., LTD. (A #603992)"
SEHK:00013,HUTCHMED (CHINA) LIMITED
SEHK:01622,REDCO PROPERTIES GROUP LIMITED
SEHK:00951,CHAOWEI POWER HOLDINGS LIMITED
SEHK:90523,"GUIZHOU GUIHANG AOTOMOTIVE COMPONENTS CO., LTD (A #600523)"
SEHK:91600,ALUMINUM CORPORATION OF CHINA LIMITED (A #601600)
SEHK:02280,HC GROUP INC.
SEHK:30300,NOVORAY CORPORATION (A #688300)
SEHK:00755,DEVGREAT GROUP LIMITED
SEHK:00240,BUILD KING HOLDINGS LIMITED
SEHK:03978,CHINA BESTSTUDY EDUCATION GROUP
SEHK:09839,CHINAAMC MSCI CHINA A 50 CONNECT ETF- USD TRADED UNITS
SEHK:00659,CTF SERVICES LIMITED
SEHK:72201,"JIANGSU JIUDING NEW MATERIAL CO., LTD. (A #002201)"
SEHK:77568,"SHENZHEN SENIOR TECHNOLOGY MATERIAL CO., LTD. (A #300568)"
SEHK:00917,QUNABOX GROUP LIMITED
SEHK:93718,"SHANGHAI HILE BIO-TECHNOLOGY CO.,LTD (A #603718)"
SEHK:72284,"ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD (A #002284)"
SEHK:77455,"BEIJING AEROSPACE SHENZHOU INTELLIGENT EQUIPMENT TECHNOLOGY CO., LTD(A #300455)"
SEHK:00960,LONGFOR GROUP HOLDINGS LIMITED
SEHK:77315,"OURPALM CO.,LTD. (A #300315)"
SEHK:07345,CSOP WTI CRUDE OIL FUTURES DAILY (-1X) INVERSE PRODUCT
SEHK:00196,HONGHUA GROUP LIMITED
SEHK:03383,AGILE GROUP HOLDINGS LIMITED
SEHK:77627,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD. (A #300627)
SEHK:03010,ISHARES CORE MSCI ASIA EX JAPAN ETF -HKD COUNTER
SEHK:31319,CHINEXT EF (A #159948)
SEHK:01346,LEVER STYLE CORPORATION
SEHK:93662,"KELI SENSING TECHNOLOGY (NINGBO) CO., LTD. (A #603662)"
SEHK:08411,K W NELSON INTERIOR DESIGN AND CONTRACTING GROUP LIMITED
SEHK:80700,TENCENT HOLDINGS LIMITED -RMB TRADED SHARES
SEHK:02516,FAR INTERNATIONAL HOLDINGS GROUP COMPANY LIMITED
SEHK:93505,"CHINA KINGS RESOURCES GROUP CO., LTD. (A #603505)"
SEHK:90850,"CETC DIGITAL TECHNOLOGY CO.,LTD. (A #600850)"
SEHK:01908,C&D INTERNATIONAL INVESTMENT GROUP LIMITED
SEHK:31336,MEDICAL SERVICE ETF (A #159828)
SEHK:08328,XINYI ELECTRIC STORAGE HOLDINGS LIMITED
SEHK:77232,"UNILUMIN GROUP CO., LTD. (A #300232)"
SEHK:91061,"CITIC METAL CO., LTD (A #601061)"
SEHK:00630,AMCO UNITED HOLDING LIMITED
SEHK:02964,CENTURY SUNSHINE GROUP HOLDINGS LIMITED -OLD
SEHK:01532,CHINA PARTYTIME CULTURE HOLDINGS LIMITED
SEHK:00456,NEW CITY DEVELOPMENT GROUP LIMITED
SEHK:77102,"XIAMEN CHANGELIGHT CO.,LTD. (A #300102)"
SEHK:01253,CHINA GREENLAND BROAD GREENSTATE GROUP COMPANY LIMITED
SEHK:30505,SHANGHAI FUDAN-ZHANGJIANG BIO-PHARMACEUTICAL CO.LTD (A #688505)
SEHK:09077,PREMIA US TREASURY FLOATING RATE ETF -USD TRADED UNITS
SEHK:91991,"DATANG INTERNATIONAL POWER GENERATION CO.,LTD. (A #601991)"
SEHK:95108,TONGQINGLOU CATERING CORPORATION LIMITED. (A #605108)
SEHK:03773,YINSHENG DIGIFAVOR COMPANY LIMITED
SEHK:70596,"ANHUI GUJING DISTILLERY CO.,LTD (A #000596)"
SEHK:91390,CHINA RAILWAY GROUP LIMITED (A #601390)
SEHK:02777,"GUANGZHOU R&F PROPERTIES CO., LTD."
SEHK:91128,"JIANGSU CHANGSHU RURAL COMMERCIAL BANK CO., LTD. (A #601128)"
SEHK:01747,HOME CONTROL INTERNATIONAL LIMITED
SEHK:08657,TRUE PARTNER CAPITAL HOLDING LIMITED
SEHK:30176,"JIANGSU YAHONG MEDITECH CO., LTD. (A #688176)"
SEHK:00310,PROSPERITY INVESTMENT HOLDINGS LIMITED
SEHK:77299,"FUCHUN TECHNOLOGY CO.,LTD (A #300299)"
SEHK:00563,SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED
SEHK:09403,CHINAAMC HSI ESG ETF -USD TRADED UNITS
SEHK:03192,BOSERA RMB MONEY MARKET ETF- HKD COUNTER
SEHK:01555,MIE HOLDINGS CORPORATION
SEHK:77481,"PUYANG HUICHENG ELECTRONIC MATERIAL CO., LTD. (A #300481)"
SEHK:93348,"WENCAN GROUP CO.,LTD. (A #603348)"
SEHK:08552,SK TARGET GROUP LIMITED-OLD
SEHK:77223,"INGENIC SEMICONDUCTOR CO., LTD (A #300223)"
SEHK:02505,EDA GROUP HOLDINGS LIMITED
SEHK:90418,"ANHUI JIANGHUAI AUTOMOBILE GROUP CORP., LTD(A #600418)"
SEHK:02186,LUYE PHARMA GROUP LTD.
SEHK:01753,DUIBA GROUP LIMITED
SEHK:03037,CSOP HANG SENG INDEX ETF
SEHK:90515,"HAINAN AIRPORT INFRASTRUCTURE CO., LTD (A #600515)"
SEHK:02231,JY GRANDMARK HOLDINGS LIMITED
SEHK:72163,"HAINAN DEVELOPMENT HOLDINGS NANHAI CO., LTD. (A #002163)"
SEHK:95138,"SUNRISE INTELLIGENT MANUFACTURING GROUP CO.,LTD. (A #605138)"
SEHK:03618,"CHONGQING RURAL COMMERCIAL BANK CO., LTD."
SEHK:95136,"SHANGHAI LILY&BEAUTY COSMETICS CO., LTD. (A #605136)"
SEHK:70949,"XINXIANG CHEMICAL FIBER CO., LTD (A #000949)"
SEHK:02570,SHANGHAI REFIRE GROUP LIMITED
SEHK:03401,GLOBAL X AI INFRASTRUCTURE ETF
SEHK:72035,VATTI CORPORATION LIMITED (A #002035)
SEHK:31138,CHINAAMC CSI TOURISM THEMATIC ETF (A #562510)
SEHK:91880,"LIAONING PORT CO., LTD. (A #601880)"
SEHK:01269,CHINA FIRST CAPITAL GROUP LIMITED
SEHK:70635,"NINGXIA YINGLITE CHEMICALS CO.,LTD (A #000635)"
SEHK:00126,CARRIANNA GROUP HOLDINGS COMPANY LIMITED
SEHK:09091,NIKKOAM METAVERSE THEME ACTIVE ETF -USD TRADED UNITS
SEHK:02097,MIXUE GROUP
SEHK:01960,TBK & SONS HOLDINGS LIMITED
SEHK:08391,CORNERSTONE TECHNOLOGIES HOLDINGS LIMITED
SEHK:72646,"QINGHAI HUZHU TIANYOUDE HIGHLAND BARLEY SPIRIT CO., LTD. (A #002646)"
SEHK:70031,"GRANDJOY HOLDINGS GROUP CO., LTD. (A #000031)"
SEHK:00619,SOUTH CHINA FINANCIAL HOLDINGS LIMITED
SEHK:01327,LUXXU GROUP LIMITED
SEHK:00926,BESUNYEN HOLDINGS COMPANY LIMITED
SEHK:00929,IPE GROUP LIMITED
SEHK:08590,SHANYU GROUP HOLDINGS COMPANY LIMITED -OLD
SEHK:02336,SHUOAO INTERNATIONAL HOLDINGS LIMITED
SEHK:00019,SWIRE PACIFIC LTD 'A'
SEHK:30357,"LUOYANG JALON MICRO-NANO NEW MATERIALS CO.,LTD. (A #688357)"
SEHK:30390,"GOODWE TECHNOLOGIES CO.,LTD. (A #688390)"
SEHK:77212,"BEIJING E-HUALU INFORMATION TECHNOLOGY CO.,LTD (A #300212)"
SEHK:01051,G-RESOURCES GROUP LIMITED
SEHK:82829,ISHARES CHINA GOVERNMENT BOND ETF- RMB TRADED UNITS
SEHK:00406,YAU LEE HOLDINGS LIMITED
SEHK:08623,CHINA SAFTOWER INTERNATIONAL HOLDING GROUP LIMITED
SEHK:09167,ICBC CSOP S&P NEW CHINA SECTORS ETF -USD TRADED UNITS
SEHK:31354,TH ELECTRONICS ETF (A #159997)
SEHK:70681,"VISUAL CHINA GROUP CO.,LTD. (A #000681)"
SEHK:90456,"BAOJI TITANIUM INDUSTRY CO.,LTD. (A #600456)"
SEHK:09926,"AKESO, INC."
SEHK:90926,"BANK OF HANGZHOU CO.,LTD. (A #600926)"
SEHK:91089,"BEIJING FOYOU PHARMA CO.,LTD (A #601089)"
SEHK:72915,"ZHEJIANG ZHONGXIN FLUORIDE MATERIALS CO., LTD (A #002915)"
SEHK:72946,"NEW HOPE DAIRY CO., LTD. (A #002946)"
SEHK:01132,ORANGE SKY GOLDEN HARVEST ENTERTAINMENT (HOLDINGS) LIMITED
SEHK:01218,EASYKNIT INTERNATIONAL HOLDINGS LIMITED
SEHK:02582,"JIANGSU GUOFU HYDROGEN ENERGY EQUIPMENT CO., LTD."
SEHK:01647,GRANDSHORES TECHNOLOGY GROUP LIMITED
SEHK:91519,SHANGHAI DZH LIMITED (A #601519)
SEHK:00978,CHINA MERCHANTS LAND LIMITED
SEHK:09869,HELENS INTERNATIONAL HOLDINGS COMPANY LIMITED
SEHK:01909,FIRE ROCK HOLDINGS LIMITED
SEHK:00620,DTXS SILK ROAD INVESTMENT HOLDINGS COMPANY LIMITED
SEHK:77493,"SHANGHAI FORTUNE TECHGROUP CO.,LTD. (A #300493)"
SEHK:01183,MECOM POWER AND CONSTRUCTION LIMITED
SEHK:77979,HUALI INDUSTRIAL GROUP COMPANY LIMITED (A #300979)
SEHK:72448,ZYNP CORPORATION (A #002448)
SEHK:02255,HAICHANG OCEAN PARK HOLDINGS LTD.
SEHK:08405,HANG CHI HOLDINGS LIMITED
SEHK:02096,SIMCERE PHARMACEUTICAL GROUP LIMITED
SEHK:03118,HARVEST MSCI CHINA A INDEX ETF -HKD TRADED UNITS
SEHK:77119,"TIANJIN RINGPU BIO-TECHNOLOGY CO.,LTD. (A #300119)"
SEHK:06669,ACOTEC SCIENTIFIC HOLDINGS LIMITED
SEHK:90584,"JCET GROUP CO., LTD. (A #600584)"
SEHK:31007,GF CSI 300 ETF (A #510360)
SEHK:93123,"BEIJING CUIWEI TOWER CO., LTD. (A #603123)"
SEHK:30089,"CABIO BIOTECH(WUHAN) CO., LTD. (A #688089)"
SEHK:01274,"IMOTION AUTOMOTIVE TECHNOLOGY (SUZHOU) CO., LTD."
SEHK:03175,SAMSUNG S&P GSCI CRUDE OIL ER FUTURES ETF
SEHK:72482,"SHENZHEN GRANDLAND GROUP CO.,LTD. (A #002482)"
SEHK:90008,"BEIJING CAPITAL ECO-ENVIRONMENT PROTECTION GROUP CO.,LTD (A #600008)"
SEHK:09450,GLOBAL X US TREASURY 3-5 YEAR ETF -USD COUNTER
SEHK:72901,DOUBLE MEDICAL TECHNOLOGY INC. (A #002901)
SEHK:09938,WAH WO HOLDINGS GROUP LIMITED
SEHK:72241,GOERTEK INC. (A #002241)
SEHK:30246,"GOODWILL E-HEALTH INFO CO., LTD. (A #688246)"
SEHK:30598,"KBC CORPORATION,LTD. (A #688598)"
SEHK:09639,WING LEE DEVELOPMENT CONSTRUCTION HOLDINGS LIMITED
SEHK:90658,"BEIJING ELECTRONIC ZONE INVESTMENT AND DEVELOPMENT CO., LTD (A #600658)"
SEHK:78046,"SHANGHAI NENGHUI TECHNOLOGY CO.,LTD. (A #301046)"
SEHK:00146,TAI PING CARPETS INTERNATIONAL LTD
SEHK:08112,CORNERSTONE FINANCIAL HOLDINGS LIMITED
SEHK:00433,NORTH MINING SHARES COMPANY LIMITED
SEHK:08402,PLATEAU TREASURES LIMITED
SEHK:30606,"HANGZHOU ALLTEST BIOTECH CO., LTD. (A #688606)"
SEHK:01735,CENTRAL NEW ENERGY HOLDING GROUP LIMITED
SEHK:01803,BEIJING SPORTS AND ENTERTAINMENT INDUSTRY GROUP LIMITED
SEHK:01407,JY GAS LIMITED
SEHK:01941,YE XING GROUP HOLDINGS LIMITED
SEHK:93590,"BEIJING KONRUNS PHARMACEUTICAL CO.,LTD. (A #603590)"
SEHK:90221,"HAINAN AIRLINES HOLDING CO., LTD. (A #600221)"
SEHK:00997,CHINLINK INTERNATIONAL HOLDINGS LIMITED
SEHK:90637,"ORIENTAL PEARL GROUP CO., LTD. (A #600637)"
SEHK:02555,"SICHUAN BAICHA BAIDAO INDUSTRIAL CO., LTD."
SEHK:70970,"BEIJING ZHONG KE SAN HUAN HIGH-TECH CO., LTD (A #000970)"
SEHK:72851,"SHENZHEN MEGMEET ELECTRICAL CO., LTD. (A #002851)"
SEHK:72081,"SUZHOU GOLD MANTIS CONSTRUCTION DECORATION CO., LTD. (A #002081)"
SEHK:00631,SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS COMPANY LIMITED
SEHK:70333,"MIDEA GROUP CO., LTD. (A #000333)"
SEHK:30702,"SUZHOU CENTEC COMMUNICATIONS CO., LTD. (A #688702)"
SEHK:77183,"QINGDAO EASTSOFT COMMUNICATION TECHNOLOGY CO.,LTD. (A #300183)"
SEHK:30105,"NANJING VAZYME BIOTECH CO., LTD. (A #688105)"
SEHK:01109,CHINA RESOURCES LAND LIMITED
SEHK:06690,"HAIER SMART HOME CO., LTD."
SEHK:30549,"GRANDIT CO.,LTD. (A #688549)"
SEHK:90015,"HUA XIA BANK CO., LIMITED (A #600015)"
SEHK:02018,AAC TECHNOLOGIES HOLDINGS INC.
SEHK:01837,NATURAL FOOD INTERNATIONAL HOLDING LIMITED
SEHK:01652,FUSEN PHARMACEUTICAL COMPANY LIMITED
SEHK:72641,"ERA CO.,LTD. (A #002641)"
SEHK:08042,KOS INTERNATIONAL HOLDINGS LIMITED
SEHK:03968,"CHINA MERCHANTS BANK CO., LTD."
SEHK:02999,KNT HOLDINGS LIMITED-OLD
SEHK:93986,GIGADEVICE SEMICONDUCTOR INC. (A #603986)
SEHK:72151,"BEIJING BDSTAR NAVIGATION CO.,LTD. (A #002151)"
SEHK:72716,"HUNAN SILVER CO.,LTD. (A #002716)"
